asset_id,property_type,region,tenant_industry,credit_tier,annual_rent,property_value,asset_age,lease_term_remaining,occupancy_rate,rent_coverage_ratio,noi_margin,sales_trend_12m,traffic_trend_12m,capex_need_pct_value,delinquency_days,arrears_pct_annual_rent,tenant_concentration_pct,local_unemployment,market_rent_growth,renewal_probability,synthetic_risk_score,portfolio_health
REIT-04600,Distribution,Northeast,Professional Services,Weak,4036006.02,64921814.48,27,12.46,0.9315,3.146,0.86,-0.0132,0.0935,0.0112,20,0.0159,0.0681,0.056,0.033,0.672,77.3,at risk
REIT-04601,Automotive Service,Southeast,Manufacturing,Watch,445710.82,7619601.48,8,12.57,0.9131,3.297,0.7028,0.053,-0.0484,0.0,6,0.0,0.0482,0.024,0.0009,0.98,32.43,healthy
REIT-04602,Industrial,Northeast,Restaurant,Strong Private,1936611.74,28278259.63,1,3.23,0.9351,1.679,0.6655,0.0391,0.0628,0.033,6,0.0,0.0432,0.0346,0.0112,0.7931,49.08,watchlist
REIT-04603,Grocery,Southwest,Fitness,Strong Private,2328988.78,34381301.26,30,8.5,0.9993,2.371,0.5943,0.0749,0.007,0.0077,24,0.031,0.0543,0.0318,0.0254,0.7327,27.04,healthy
REIT-04604,Convenience Store,West Coast,Restaurant,Strong Private,844273.22,14630059.85,22,16.27,1.0,2.662,0.7777,-0.049,0.0405,0.0168,3,0.0,0.0387,0.0419,0.0303,0.98,17.79,healthy
REIT-04605,Grocery,West Coast,Fuel,Stable,1432349.18,26389917.86,3,14.24,0.9978,2.826,0.8308,0.1231,-0.0669,0.0021,2,0.0,0.0512,0.0462,0.0432,0.9262,23.92,healthy
REIT-04606,Office,Southwest,Fuel,Strong Private,462173.83,5606985.66,30,7.35,0.9543,3.088,0.5027,0.0387,-0.0051,0.0315,1,0.0,0.0137,0.045,0.0393,0.98,13.12,healthy
REIT-04607,Office,Southeast,Grocery,Stable,1356271.55,16633896.27,14,6.59,0.942,2.888,0.671,0.0207,-0.0863,0.0287,0,0.0,0.0255,0.0492,-0.0157,0.98,33.93,healthy
REIT-04608,Office,Southeast,Healthcare,Strong Private,1193485.75,17233544.29,29,8.46,0.9878,3.049,0.6978,-0.0036,0.0581,0.0119,11,0.0,0.0328,0.0469,0.0538,0.8123,15.58,healthy
REIT-04609,Medical Office,Southeast,Logistics,Investment Grade,1007613.91,18206599.58,5,13.82,0.9211,3.209,0.7207,0.148,0.1005,0.022,0,0.0,0.0385,0.045,-0.0352,0.98,3.87,healthy
REIT-04610,Quick Service Restaurant,West Coast,Logistics,Watch,741248.18,11067570.94,20,8.8,0.9412,2.923,0.6541,0.1689,0.0631,0.0335,3,0.0448,0.0428,0.0476,0.013,0.8899,41.2,healthy
REIT-04611,Medical Office,Southwest,Auto,Stable,1112226.87,18275233.15,21,15.41,0.9771,2.944,0.8055,0.2195,0.0846,0.0118,7,0.0008,0.041,0.0326,0.0539,0.9648,28.6,healthy
REIT-04612,Office,Southwest,Healthcare,Investment Grade,1417468.45,15182484.08,23,8.8,1.0,3.773,0.5844,0.0889,0.0112,0.0179,9,0.0,0.0475,0.0244,-0.012,0.98,0.0,healthy
REIT-04613,Grocery,Southeast,Restaurant,Investment Grade,2334831.0,41673242.11,5,18.0,0.9122,2.55,0.5717,0.0168,0.0026,0.0081,8,0.0067,0.0372,0.0279,0.0555,0.98,9.47,healthy
REIT-04614,Entertainment,Mountain,Healthcare,Investment Grade,678030.97,10660223.59,15,9.68,1.0,2.994,0.8031,0.1233,-0.0233,0.0203,5,0.0,0.0361,0.0401,0.0706,0.8109,4.16,healthy
REIT-04615,Distribution,West Coast,Entertainment,Strong Private,2552059.22,46564127.74,38,6.06,0.9538,1.799,0.6427,0.0364,-0.0311,0.0194,7,0.0,0.0407,0.0347,0.0267,0.8051,36.18,healthy
REIT-04616,Convenience Store,Midwest,Fitness,Strong Private,510462.66,7386719.36,24,11.38,1.0,3.986,0.6469,0.0401,0.0845,0.0553,4,0.0202,0.0381,0.0358,0.0059,0.98,0.0,healthy
REIT-04617,Quick Service Restaurant,Southeast,Restaurant,Watch,443872.77,8084946.88,18,10.16,1.0,1.953,0.6501,-0.0378,0.016,0.014,3,0.0486,0.0409,0.0357,0.0431,0.6261,65.89,watchlist
REIT-04618,Medical Office,Southeast,Professional Services,Stable,1575829.06,27296170.8,16,4.44,0.9321,2.927,0.8375,0.0293,-0.0203,0.029,1,0.0059,0.0363,0.0412,0.0194,0.9366,34.38,healthy
REIT-04619,Distribution,West Coast,Grocery,Strong Private,2366915.32,37326687.98,11,12.71,0.9511,2.001,0.7698,0.0632,0.0252,0.015,6,0.0252,0.0272,0.0599,0.016,0.7222,30.48,healthy
REIT-04620,Office,Southeast,Fuel,Strong Private,1013072.8,13679254.08,31,13.81,0.9546,3.052,0.7699,0.0208,0.0746,0.0001,4,0.0,0.0415,0.0474,0.0247,0.9549,18.53,healthy
REIT-04621,Convenience Store,Southwest,Manufacturing,Strong Private,1150618.97,20295384.88,29,8.76,1.0,3.337,0.7457,0.2286,0.0667,0.0248,5,0.0,0.0749,0.0344,0.0108,0.98,0.0,healthy
REIT-04622,Distribution,Southwest,Entertainment,Investment Grade,1179093.94,17694946.55,13,6.33,0.9475,2.653,0.7931,0.1137,-0.0319,0.0105,0,0.0079,0.0564,0.021,0.0657,0.839,6.28,healthy
REIT-04623,Industrial,Mountain,Fuel,Watch,1218507.55,19672227.5,33,16.25,0.9726,2.37,0.5763,-0.052,-0.1699,0.0421,41,0.0161,0.0561,0.021,0.0446,0.8661,71.49,at risk
REIT-04624,Medical Office,West Coast,Grocery,Stable,729518.96,15206133.77,3,7.61,0.9809,2.816,0.7101,-0.004,-0.0427,0.0129,2,0.0,0.0211,0.0371,-0.0109,0.9357,24.77,healthy
REIT-04625,Fitness,Southeast,Logistics,Investment Grade,511115.95,8531863.86,12,4.88,0.9832,3.809,0.545,0.0408,0.1699,0.0159,2,0.0158,0.0075,0.0407,0.0082,0.926,0.0,healthy
REIT-04626,Convenience Store,Midwest,Fitness,Strong Private,383624.0,4856465.88,32,5.92,1.0,2.395,0.6256,0.0498,0.0076,0.012,6,0.015,0.0556,0.0487,0.0444,0.9192,12.97,healthy
REIT-04627,Quick Service Restaurant,Southeast,Manufacturing,Stable,603764.15,7606567.32,25,2.59,0.968,2.655,0.5674,0.1286,-0.1119,0.0255,3,0.0041,0.0445,0.0279,-0.0112,0.8522,44.67,healthy
REIT-04628,Fitness,Southeast,Restaurant,Watch,1002869.98,12439954.97,25,12.42,0.9879,3.012,0.6921,0.0551,-0.1422,0.0109,22,0.0269,0.0476,0.0295,0.0344,0.98,49.85,watchlist
REIT-04629,Medical Office,Midwest,Manufacturing,Investment Grade,254405.44,3923272.1,17,8.6,0.9541,2.714,0.6445,0.0256,-0.0341,0.0198,0,0.0,0.0124,0.0351,0.0551,0.8901,9.89,healthy
REIT-04630,Convenience Store,Southwest,Fitness,Strong Private,279860.94,4176173.64,18,0.2,1.0,2.139,0.6632,-0.084,0.154,0.0064,4,0.0,0.0393,0.0371,0.0322,0.7621,47.48,watchlist
REIT-04631,Industrial,West Coast,Professional Services,Strong Private,1336979.1,20353234.48,16,7.86,0.9487,3.065,0.7233,-0.0142,-0.0575,0.0324,24,0.0447,0.0448,0.0427,0.034,0.98,26.03,healthy
REIT-04632,Convenience Store,Northeast,Logistics,Watch,520185.0,8072964.55,19,5.44,0.9277,3.077,0.6691,-0.0041,0.0876,0.016,10,0.0229,0.0423,0.0328,0.0604,0.731,43.1,healthy
REIT-04633,Convenience Store,Northeast,Fuel,Strong Private,457525.11,10167224.76,40,4.61,0.9266,2.593,0.7874,0.2316,0.1219,0.0437,2,0.0,0.0335,0.0487,0.1148,0.9646,20.2,healthy
REIT-04634,Quick Service Restaurant,West Coast,Auto,Stable,824857.59,17581266.57,20,9.49,0.9461,1.396,0.7173,-0.0673,0.0922,0.0206,1,0.0,0.0649,0.0418,0.0623,0.6831,61.02,watchlist
REIT-04635,Automotive Service,Northeast,Fuel,Stable,368404.72,4699449.05,30,3.8,1.0,2.729,0.6623,0.0131,-0.0568,0.0199,10,0.0016,0.0356,0.0245,0.0312,0.765,34.26,healthy
REIT-04636,Automotive Service,Mountain,Entertainment,Investment Grade,625215.82,8659267.74,23,2.23,1.0,2.503,0.7206,0.0219,-0.0602,0.0366,0,0.0462,0.011,0.0482,0.0116,0.8802,29.02,healthy
REIT-04637,Medical Office,Mountain,Fitness,Weak,683489.98,10673871.89,38,4.73,0.9904,0.907,0.6174,-0.0575,-0.0343,0.0566,5,0.0641,0.0269,0.0314,0.085,0.3746,100.0,at risk
REIT-04638,Distribution,Midwest,Auto,Investment Grade,1294453.75,20415409.34,3,11.11,1.0,3.708,0.6863,0.0671,0.0392,0.0094,2,0.013,0.0793,0.0242,0.0902,0.98,0.0,healthy
REIT-04639,Distribution,Mountain,Auto,Stable,6018081.25,105349041.69,24,12.36,0.9991,1.82,0.689,0.1714,0.1815,0.03,3,0.0,0.076,0.0421,0.0005,0.98,37.27,healthy
REIT-04640,Convenience Store,Southeast,Entertainment,Weak,231467.85,4094004.61,12,5.42,0.9801,1.655,0.6638,-0.0395,-0.0315,0.0076,15,0.0244,0.0138,0.03,0.0352,0.5568,79.22,at risk
REIT-04641,Medical Office,Mountain,Fuel,Stable,987654.02,21013665.18,39,2.36,0.978,2.215,0.7469,0.0798,0.0051,0.0278,3,0.0,0.0485,0.021,-0.0306,0.6833,49.59,watchlist
REIT-04642,Quick Service Restaurant,Midwest,Logistics,Stable,439162.44,6242303.39,14,8.87,1.0,2.178,0.8075,-0.0197,0.0468,0.0251,1,0.0,0.0278,0.0232,0.0206,0.978,25.19,healthy
REIT-04643,Quick Service Restaurant,Southwest,Logistics,Investment Grade,264298.26,3490418.33,34,5.76,1.0,2.729,0.6753,0.0736,-0.0667,0.0082,6,0.0398,0.044,0.0427,0.0474,0.8378,10.36,healthy
REIT-04644,Automotive Service,Midwest,Auto,Strong Private,373648.2,5076916.45,2,2.44,0.9228,2.316,0.6864,-0.0677,0.0233,0.0122,2,0.0,0.0132,0.021,-0.0744,0.6051,42.22,healthy
REIT-04645,Automotive Service,Midwest,Professional Services,Stable,493914.69,6120185.41,20,9.16,0.9228,2.756,0.7568,0.1417,-0.0866,0.0385,1,0.0,0.0221,0.059,-0.0349,0.874,45.58,healthy
REIT-04646,Medical Office,Southwest,Entertainment,Investment Grade,507502.15,9166688.08,23,18.0,0.8728,2.005,0.7784,0.1206,0.1628,0.0145,11,0.0,0.0278,0.0416,0.0297,0.98,24.73,healthy
REIT-04647,Medical Office,Southeast,Entertainment,Strong Private,1095229.9,20557860.16,10,7.42,0.9767,2.706,0.7404,0.1085,0.1352,0.0223,0,0.0248,0.0226,0.055,0.0504,0.9087,7.76,healthy
REIT-04648,Medical Office,Southwest,Fitness,Watch,1445820.52,25752508.05,22,7.62,0.9661,2.669,0.6614,0.0601,0.0282,0.0215,5,0.0396,0.0518,0.0256,0.0052,0.8433,45.29,healthy
REIT-04649,Grocery,West Coast,Restaurant,Investment Grade,1342857.14,22320516.11,8,9.48,0.9338,3.378,0.7069,0.1156,0.0849,0.0186,3,0.0637,0.008,0.0432,-0.029,0.98,8.98,healthy
REIT-04650,Grocery,Southeast,Fitness,Stable,1740784.39,31792743.28,40,14.29,0.9989,2.046,0.6762,0.1139,0.1772,0.0287,4,0.0347,0.0218,0.0303,-0.002,0.98,30.08,healthy
REIT-04651,Quick Service Restaurant,Southwest,Auto,Strong Private,702042.33,10272696.41,14,8.68,0.9303,1.263,0.7114,-0.035,0.0524,0.0161,0,0.0421,0.0404,0.021,0.079,0.6892,54.24,watchlist
REIT-04652,Entertainment,Southwest,Entertainment,Strong Private,986321.18,12288389.34,37,2.38,0.9732,3.335,0.86,0.0233,0.0275,0.0402,1,0.0,0.0072,0.0421,-0.0058,0.6922,22.96,healthy
REIT-04653,Automotive Service,Southeast,Auto,Investment Grade,487532.98,7143116.71,34,16.88,0.9507,2.505,0.7966,-0.0225,0.0198,0.0184,5,0.0422,0.0355,0.021,-0.0027,0.8986,14.62,healthy
REIT-04654,Convenience Store,Midwest,Auto,Weak,706006.02,12644640.34,14,11.17,0.9991,1.531,0.7946,0.0016,-0.142,0.0146,38,0.052,0.0258,0.0313,0.0232,0.4762,100.0,at risk
REIT-04655,Grocery,West Coast,Professional Services,Watch,1545098.06,32097155.93,37,3.28,0.9518,2.417,0.7036,-0.0377,-0.0086,0.0482,12,0.0258,0.0389,0.049,-0.0283,0.7879,64.67,watchlist
REIT-04656,Distribution,Northeast,Manufacturing,Investment Grade,1014894.9,16443508.86,37,1.07,1.0,3.397,0.6089,0.1326,0.0526,0.0216,4,0.0376,0.0474,0.0578,-0.0268,0.855,23.58,healthy
REIT-04657,Grocery,Southeast,Auto,Watch,1834855.68,33640613.55,22,2.58,0.9956,3.7,0.5975,-0.1058,-0.0363,0.0,15,0.0,0.0672,0.0376,0.0813,0.7394,45.76,healthy
REIT-04658,Office,Midwest,Auto,Strong Private,1042613.3,12050971.18,11,15.12,0.984,2.937,0.6829,-0.0637,0.1016,0.0117,3,0.0,0.0381,0.0264,-0.0271,0.9692,23.39,healthy
REIT-04659,Convenience Store,Northeast,Manufacturing,Watch,353904.3,7032261.58,25,0.2,1.0,2.005,0.7612,-0.0553,-0.052,0.0188,12,0.0318,0.0399,0.0563,0.0431,0.5785,87.32,at risk
REIT-04660,Office,Midwest,Grocery,Strong Private,609989.94,8727285.81,12,5.57,0.9724,2.865,0.7858,-0.0314,-0.0098,0.0196,11,0.0196,0.0466,0.0324,-0.0124,0.8019,28.26,healthy
REIT-04661,Distribution,Southeast,Fuel,Watch,2099329.45,36486541.82,40,5.99,0.9726,2.913,0.7302,0.0262,-0.0386,0.0219,22,0.0129,0.0381,0.0462,-0.0024,0.7883,54.9,watchlist
REIT-04662,Medical Office,Southeast,Grocery,Strong Private,806814.29,15813428.34,13,6.28,1.0,2.036,0.6388,-0.1003,-0.0686,0.0204,4,0.0258,0.0293,0.0401,0.0673,0.7731,41.96,healthy
REIT-04663,Grocery,Southwest,Manufacturing,Stable,1061671.83,22123919.28,30,12.52,0.9722,1.965,0.7383,-0.0212,0.0738,0.0352,0,0.0,0.0244,0.0311,0.018,0.9405,36.08,healthy
REIT-04664,Convenience Store,Mountain,Grocery,Investment Grade,218048.24,4631266.88,40,9.89,0.9224,3.164,0.7582,0.1232,0.1165,0.0156,3,0.0,0.0405,0.021,0.0438,0.98,0.0,healthy
REIT-04665,Entertainment,Southeast,Fitness,Stable,1410038.66,17845971.78,29,7.9,0.9111,2.197,0.5382,0.0524,-0.0616,0.0454,5,0.0,0.0547,0.0453,-0.0314,0.8662,42.24,healthy
REIT-04666,Distribution,Northeast,Manufacturing,Strong Private,2621820.37,52526449.16,31,7.55,0.921,2.014,0.6994,-0.0705,0.0586,0.0225,3,0.0,0.0623,0.0513,-0.0178,0.6368,43.83,healthy
REIT-04667,Medical Office,Midwest,Professional Services,Watch,762048.89,10325137.11,25,10.66,0.9377,2.005,0.7473,-0.08,0.0963,0.028,11,0.0313,0.0359,0.0389,0.0075,0.842,74.91,at risk
REIT-04668,Automotive Service,Midwest,Grocery,Stable,964930.1,12650081.69,40,4.41,0.9645,2.648,0.716,0.0058,0.0587,0.022,3,0.0,0.0414,0.0402,-0.0187,0.9323,30.59,healthy
REIT-04669,Quick Service Restaurant,Midwest,Healthcare,Weak,459178.05,10203956.63,27,0.2,1.0,1.759,0.6496,-0.0551,-0.0748,0.0085,10,0.0103,0.0147,0.0357,-0.0297,0.5549,97.12,at risk
REIT-04670,Distribution,Southeast,Grocery,Strong Private,4891768.93,108705976.12,7,12.85,0.9338,2.157,0.5814,0.1017,0.0802,0.0031,14,0.0074,0.0877,0.0507,0.0793,0.9577,33.35,healthy
REIT-04671,Industrial,Northeast,Entertainment,Watch,2225469.19,39136324.8,24,10.57,0.9115,2.343,0.7207,-0.0817,-0.0498,0.0314,4,0.0391,0.0273,0.0532,-0.0062,0.8641,72.35,at risk
REIT-04672,Fitness,West Coast,Fuel,Strong Private,510205.38,7540130.96,33,9.89,0.9853,2.637,0.6457,0.1134,0.0752,0.0339,1,0.0,0.047,0.021,0.0153,0.9641,24.95,healthy
REIT-04673,Convenience Store,Mountain,Auto,Watch,516164.16,7060293.57,25,8.29,0.9848,2.348,0.8187,0.0147,0.0728,0.0183,1,0.0,0.0336,0.032,-0.0646,0.8388,53.55,watchlist
REIT-04674,Entertainment,Southeast,Fuel,Watch,1370266.96,19633213.41,26,3.62,0.995,1.575,0.6424,0.0659,0.0505,0.037,3,0.0,0.0486,0.0422,-0.0061,0.716,68.99,at risk
REIT-04675,Automotive Service,Midwest,Manufacturing,Strong Private,371166.7,4801283.34,4,4.14,0.9584,2.148,0.5685,0.095,0.0198,0.0068,3,0.0,0.0303,0.049,0.028,0.7438,31.81,healthy
REIT-04676,Fitness,Southeast,Auto,Strong Private,619300.39,9435968.01,40,3.76,0.9449,2.089,0.6491,-0.1199,0.015,0.0483,3,0.0401,0.003,0.0485,0.0187,0.681,60.63,watchlist
REIT-04677,Grocery,Southeast,Manufacturing,Watch,2097951.3,39650370.23,14,6.04,0.9544,1.866,0.5401,0.0708,-0.0074,0.0,6,0.0078,0.0609,0.0566,0.0266,0.6594,62.7,watchlist
REIT-04678,Quick Service Restaurant,Northeast,Fuel,Stable,377666.08,6753034.67,30,0.2,0.9863,1.842,0.7749,0.1544,-0.0567,0.009,4,0.0552,0.0173,0.0211,0.0295,0.7278,58.13,watchlist
REIT-04679,Grocery,Southwest,Healthcare,Watch,1873880.61,33112919.47,21,9.19,0.9584,2.442,0.7006,0.138,0.0527,0.009,10,0.0,0.0932,0.06,0.0332,0.9591,45.08,healthy
REIT-04680,Fitness,West Coast,Logistics,Investment Grade,1268420.89,18567501.85,23,7.36,0.9544,2.706,0.7216,0.096,0.1754,0.0216,4,0.0,0.0715,0.0598,0.0772,0.98,5.46,healthy
REIT-04681,Office,Midwest,Manufacturing,Stable,1145376.09,15466102.33,15,10.32,0.9422,2.098,0.7255,0.2206,0.0744,0.031,12,0.0179,0.0256,0.0466,0.0348,0.98,52.36,watchlist
REIT-04682,Quick Service Restaurant,Southeast,Manufacturing,Weak,305056.79,5806389.45,14,2.43,0.8997,1.743,0.5923,0.1705,-0.0037,0.0146,12,0.0629,0.0393,0.0304,0.0215,0.6371,99.93,at risk
REIT-04683,Fitness,Midwest,Restaurant,Watch,993499.54,12077878.97,10,8.39,0.9187,3.202,0.5594,-0.0157,0.0276,0.005,31,0.0707,0.0316,0.021,0.0074,0.7207,47.18,watchlist
REIT-04684,Automotive Service,West Coast,Fuel,Investment Grade,450269.24,7386411.94,2,9.2,0.9317,3.435,0.6326,0.1017,0.0088,0.0146,0,0.0,0.0344,0.048,0.014,0.98,3.94,healthy
REIT-04685,Medical Office,Southwest,Fuel,Strong Private,734992.95,11121596.97,19,0.89,1.0,1.799,0.8008,0.114,0.035,0.0,9,0.0,0.0222,0.0264,-0.0187,0.6547,49.81,watchlist
REIT-04686,Entertainment,West Coast,Auto,Strong Private,1927193.18,25693157.7,12,5.73,0.929,1.233,0.6704,-0.0412,0.1083,0.0206,22,0.0137,0.0814,0.0452,-0.0005,0.8272,63.25,watchlist
REIT-04687,Quick Service Restaurant,Northeast,Fitness,Stable,1016636.75,20923887.1,22,9.56,0.9903,2.093,0.5877,0.0435,-0.0076,0.0332,1,0.0,0.023,0.0414,-0.0137,0.9675,30.79,healthy
REIT-04688,Grocery,Southwest,Restaurant,Strong Private,1189988.7,19441007.27,23,13.87,0.9492,1.842,0.6557,0.1571,0.0506,0.0088,4,0.0194,0.0397,0.0368,-0.0024,0.98,23.39,healthy
REIT-04689,Grocery,Southeast,Logistics,Strong Private,1918063.91,34636801.78,34,14.28,0.9915,3.295,0.7405,-0.0105,-0.0024,0.0246,2,0.0222,0.003,0.0515,0.0624,0.9204,6.42,healthy
REIT-04690,Quick Service Restaurant,West Coast,Healthcare,Strong Private,1021671.91,14024192.66,41,2.32,0.9055,3.294,0.5733,0.0973,0.1544,0.0339,0,0.0077,0.0319,0.0475,-0.0073,0.8373,30.84,healthy
REIT-04691,Grocery,Northeast,Entertainment,Strong Private,1051643.38,17937368.53,40,8.89,0.9584,1.678,0.6002,-0.077,0.0879,0.0247,5,0.0,0.0403,0.021,0.0777,0.8632,36.53,healthy
REIT-04692,Medical Office,Southeast,Healthcare,Strong Private,565636.67,12185770.14,11,13.33,0.9298,1.585,0.7988,-0.0079,0.0258,0.0234,6,0.0,0.0308,0.0357,0.0374,0.98,31.47,healthy
REIT-04693,Automotive Service,Northeast,Fuel,Watch,645786.89,9133015.71,27,10.34,0.9552,2.291,0.7225,-0.1133,-0.0345,0.0273,1,0.0047,0.0473,0.0436,-0.0294,0.6904,64.22,watchlist
REIT-04694,Distribution,Northeast,Fuel,Stable,1650184.97,31083285.43,18,0.94,1.0,3.189,0.7463,0.2856,0.0234,0.011,14,0.0,0.0196,0.0467,-0.0099,0.6349,37.63,healthy
REIT-04695,Medical Office,Midwest,Entertainment,Investment Grade,961222.66,12932005.63,23,7.54,1.0,3.547,0.6388,0.0124,0.1079,0.0177,1,0.0278,0.0434,0.03,-0.0007,0.9465,0.76,healthy
REIT-04696,Industrial,Southeast,Grocery,Strong Private,1998082.02,32715427.02,7,13.69,0.9677,3.126,0.7372,-0.077,0.0024,0.0,0,0.0,0.0634,0.0403,-0.014,0.98,24.73,healthy
REIT-04697,Convenience Store,Southeast,Entertainment,Watch,330085.41,5484957.09,28,9.95,0.9264,2.129,0.7277,0.1353,-0.1594,0.0309,16,0.0407,0.0192,0.0516,0.0158,0.775,71.24,at risk
REIT-04698,Quick Service Restaurant,Southeast,Fuel,Strong Private,604427.97,10117494.11,40,9.41,0.9457,2.429,0.6107,0.0066,-0.0607,0.04,8,0.0,0.003,0.0557,0.0704,0.8292,28.63,healthy
REIT-04699,Distribution,Midwest,Logistics,Investment Grade,1511366.59,21896067.28,21,7.77,0.9583,1.792,0.7652,0.0383,0.0139,0.0151,0,0.0402,0.0512,0.0335,0.1036,0.6282,37.95,healthy
REIT-04700,Convenience Store,Southeast,Fitness,Strong Private,567412.76,9679152.4,10,6.72,1.0,1.734,0.651,-0.0441,0.1079,0.0161,1,0.0,0.0645,0.0478,0.008,0.6392,34.13,healthy
REIT-04701,Distribution,Southwest,Fitness,Stable,3095344.78,57885494.99,27,1.38,0.9915,3.659,0.6801,-0.0821,0.0205,0.0454,6,0.0135,0.0508,0.0518,-0.0744,0.6411,38.91,healthy
REIT-04702,Industrial,Southwest,Auto,Investment Grade,1465571.02,22125540.71,41,0.2,0.9549,3.228,0.613,-0.0974,0.0831,0.0403,14,0.0338,0.0462,0.0391,0.0521,0.6699,31.47,healthy
REIT-04703,Industrial,Southwest,Entertainment,Weak,1813846.9,31624251.75,19,10.42,0.9719,2.695,0.6299,-0.057,0.0205,0.0234,6,0.0277,0.0826,0.0346,0.0013,0.5282,82.29,at risk
REIT-04704,Industrial,Northeast,Grocery,Investment Grade,1625422.1,27163287.74,10,6.23,0.9079,2.495,0.7108,0.0561,0.1668,0.0257,0,0.0,0.0501,0.0435,0.0519,0.7446,24.09,healthy
REIT-04705,Industrial,Southeast,Logistics,Watch,1064361.68,16755989.37,16,7.75,1.0,1.217,0.6942,0.0427,0.0577,0.0185,2,0.0276,0.0238,0.0378,-0.0061,0.7014,66.67,watchlist
REIT-04706,Grocery,Northeast,Fuel,Strong Private,2268452.23,43224406.99,17,5.74,0.923,2.925,0.5981,-0.049,-0.1293,0.0056,4,0.0263,0.0375,0.0399,0.0584,0.8465,38.25,healthy
REIT-04707,Convenience Store,West Coast,Grocery,Investment Grade,657089.98,14209289.9,31,8.12,0.8793,3.12,0.86,0.0819,-0.0327,0.027,0,0.0,0.0757,0.046,0.0211,0.98,13.86,healthy
REIT-04708,Medical Office,Southeast,Entertainment,Stable,483534.8,7252454.41,18,8.48,1.0,2.544,0.7895,0.1254,0.0438,0.0021,0,0.0,0.0184,0.0613,0.0376,0.98,23.06,healthy
REIT-04709,Industrial,Southeast,Manufacturing,Strong Private,1246042.88,19986721.49,8,6.96,0.9668,2.254,0.6195,-0.0203,0.0304,0.0304,7,0.0,0.0496,0.0341,0.0144,0.8754,35.07,healthy
REIT-04710,Office,West Coast,Auto,Strong Private,1269194.71,16424881.95,41,7.32,0.9896,2.488,0.6801,-0.0494,0.101,0.0345,1,0.0256,0.0249,0.0296,-0.0174,0.98,26.87,healthy
REIT-04711,Automotive Service,Mountain,Auto,Stable,358978.45,5114320.66,5,9.36,0.9974,2.474,0.7261,0.0808,0.0145,0.0071,9,0.0266,0.054,0.0668,0.0059,0.98,37.44,healthy
REIT-04712,Industrial,West Coast,Healthcare,Investment Grade,4590249.36,75694869.98,12,9.69,0.9922,1.531,0.6079,0.0241,0.0669,0.0247,1,0.0,0.0857,0.0705,0.0236,0.9771,27.14,healthy
REIT-04713,Medical Office,West Coast,Manufacturing,Strong Private,926289.76,14240836.76,25,7.52,1.0,3.025,0.7082,0.1085,0.0483,0.039,2,0.0,0.0236,0.0379,0.0558,0.98,2.17,healthy
REIT-04714,Quick Service Restaurant,Southeast,Grocery,Watch,397938.0,6621565.95,34,2.32,0.9666,2.465,0.6615,-0.097,-0.0151,0.0363,10,0.037,0.0399,0.0509,0.0041,0.6389,79.07,at risk
REIT-04715,Entertainment,Northeast,Professional Services,Stable,1931238.78,21959868.65,6,2.25,0.9704,2.952,0.6514,0.0264,0.0776,0.0,0,0.0,0.0333,0.0419,0.0515,0.6557,41.51,healthy
REIT-04716,Industrial,Northeast,Manufacturing,Stable,3154118.47,40580093.84,20,0.34,0.9538,2.493,0.6833,0.2092,-0.0066,0.0193,5,0.0,0.078,0.0349,0.0112,0.98,41.65,healthy
REIT-04717,Industrial,Midwest,Logistics,Stable,3200185.09,48056471.45,10,14.25,0.9562,2.155,0.6269,0.0543,-0.0627,0.0253,4,0.0,0.0309,0.0384,0.0772,0.98,46.84,watchlist
REIT-04718,Entertainment,Mountain,Professional Services,Investment Grade,1221312.3,16156821.75,4,6.5,0.9475,2.605,0.8429,0.0088,0.0235,0.0355,17,0.0365,0.0571,0.0397,0.0504,0.8669,24.1,healthy
REIT-04719,Distribution,Northeast,Logistics,Investment Grade,1723795.37,24539211.06,12,3.51,0.919,2.486,0.7759,-0.1572,0.0716,0.0098,1,0.0166,0.0554,0.0447,-0.0017,0.8145,43.81,healthy
REIT-04720,Convenience Store,Northeast,Fuel,Strong Private,540617.53,8546274.09,7,4.28,0.9741,2.089,0.654,-0.0941,-0.0623,0.0349,8,0.0061,0.0169,0.0532,-0.0168,0.5885,45.09,healthy
REIT-04721,Quick Service Restaurant,Mountain,Grocery,Stable,453845.46,6318373.93,23,8.67,0.853,1.695,0.5609,0.0079,0.0474,0.0036,0,0.0,0.0559,0.0423,0.043,0.5819,57.14,watchlist
REIT-04722,Convenience Store,West Coast,Entertainment,Watch,700116.0,12411501.75,4,6.84,1.0,1.183,0.682,0.0079,-0.0322,0.0,17,0.0262,0.0569,0.0481,0.0217,0.5114,61.87,watchlist
REIT-04723,Convenience Store,Northeast,Restaurant,Stable,656095.98,14189663.9,24,6.69,0.9889,2.539,0.7663,0.0733,-0.0623,0.0156,4,0.0484,0.0186,0.0314,-0.0432,0.9129,42.47,healthy
REIT-04724,Industrial,Midwest,Grocery,Watch,2091831.96,42924951.75,31,7.15,0.9405,1.544,0.6615,-0.0072,-0.0556,0.0317,4,0.0224,0.0816,0.0521,0.0307,0.6915,71.54,at risk
REIT-04725,Distribution,Mountain,Logistics,Watch,936577.86,15000708.87,2,8.07,0.9874,2.688,0.86,-0.0869,0.0736,0.0309,5,0.016,0.0419,0.0365,-0.08,0.8127,49.58,watchlist
