listing_id,make,model,family,year,age,mileage,condition,seller_type,region,season,title_status,engine_cc,horsepower,torque_ft_lbs,weight_lbs,power_to_weight,abs,carbon_fiber,mods_score,service_records,num_photos,description_score,days_on_market,listing_price,synthetic_fair_market_value,deal_delta_pct,deal_quality
L02589,KTM,1290 Super Duke R,naked,2014,12,29957,excellent,dealer,Midwest,fall,clean,1301,177,103,440,0.4023,1,0,0.017,0,11,0.797,26,3221.25,4056.03,-0.2058,strong deal
L02590,Buell,Blast,standard,2009,17,5949,good,private,Southeast,spring,clean,492,34,30,360,0.0944,0,0,0.173,0,11,0.852,37,1200.0,1000.0,0.2,overpriced
L02591,Buell,Super Cruiser,performance cruiser,2025,1,1298,excellent,auction,Southwest,fall,clean,1190,175,94,485,0.3608,1,0,0.0,1,16,0.657,33,32000.0,34000.0,-0.0588,fair deal
L02592,Buell,Hammerhead 1190,superbike,2023,3,35,excellent,auction,Midwest,winter,clean,1190,185,102,419,0.4415,1,1,0.042,1,10,0.563,15,22461.03,20603.16,0.0902,overpriced
L02593,Buell,XB12R Firebolt,sportbike,2009,17,24289,fair,dealer,Southwest,fall,clean,1203,103,84,395,0.2608,0,0,0.0,1,11,0.754,25,1200.0,1111.85,0.0793,market price
L02594,Ducati,Monster,naked,2013,13,47352,excellent,auction,Southeast,winter,clean,937,111,69,414,0.2681,1,0,0.431,1,8,0.771,22,1555.12,1695.27,-0.0827,fair deal
L02595,Buell,1190SX,streetfighter,2015,11,51547,very good,dealer,West Coast,spring,clean,1190,185,102,414,0.4469,1,1,0.87,0,11,0.364,30,5134.84,4768.72,0.0768,market price
L02596,BMW,S1000R,naked,2020,6,16542,very good,auction,Southwest,winter,clean,999,165,84,438,0.3767,1,0,0.048,1,12,1.0,12,6399.61,6322.21,0.0122,market price
L02597,Buell,Blast,standard,2006,20,92799,excellent,auction,Southwest,fall,clean,492,34,30,360,0.0944,0,0,0.229,1,17,0.24,19,1200.0,1000.0,0.2,overpriced
L02598,BMW,S1000R,naked,2017,9,13826,good,private,Southeast,winter,clean,999,165,84,438,0.3767,1,0,0.104,1,14,0.88,1,4287.27,4223.7,0.015,market price
L02599,Buell,1190SX,streetfighter,2026,0,1222,very good,private,Southeast,spring,clean,1190,185,102,414,0.4469,1,1,0.0,1,14,0.615,17,31828.49,28603.5,0.1127,overpriced
L02600,Buell,Super Cruiser,performance cruiser,2026,0,216,very good,private,Southwest,winter,lien,1190,175,94,485,0.3608,1,0,0.411,1,10,0.648,26,32000.0,34000.0,-0.0588,fair deal
L02601,Buell,Hammerhead 1190,superbike,2024,2,4401,very good,private,West Coast,spring,clean,1190,185,102,419,0.4415,1,1,0.071,0,15,0.918,15,20682.76,24764.88,-0.1648,strong deal
L02602,KTM,1290 Super Duke R,naked,2025,1,2213,very good,private,Northeast,summer,lien,1301,177,103,440,0.4023,1,0,0.458,0,18,0.558,35,22389.02,21070.01,0.0626,market price
L02603,Harley-Davidson,Sportster S,performance cruiser,2023,3,7967,excellent,private,Mountain,spring,lien,1252,121,94,502,0.241,1,0,0.399,1,12,0.516,32,12658.49,13500.95,-0.0624,fair deal
L02604,Buell,Blast,standard,2001,25,72678,very good,dealer,Midwest,spring,clean,492,34,30,360,0.0944,0,0,0.071,1,8,0.646,33,1200.0,1000.0,0.2,overpriced
L02605,Buell,Blast,standard,2007,19,62146,good,private,Midwest,spring,clean,492,34,30,360,0.0944,0,0,0.178,1,4,0.637,10,1200.0,1000.0,0.2,overpriced
L02606,Buell,Blast,standard,2002,24,48558,very good,private,Northeast,winter,rebuilt,492,34,30,360,0.0944,0,0,0.674,1,7,0.54,13,1200.0,1000.0,0.2,overpriced
L02607,Buell,Blast,standard,2008,18,64214,good,dealer,Southwest,winter,clean,492,34,30,360,0.0944,0,0,0.31,1,14,1.0,20,1200.0,1000.0,0.2,overpriced
L02608,Buell,Blast,standard,2003,23,57553,very good,dealer,Southeast,winter,clean,492,34,30,360,0.0944,0,0,0.371,1,6,0.884,8,1200.0,1000.0,0.2,overpriced
L02609,Buell,Blast,standard,2002,24,32814,good,private,Mountain,spring,clean,492,34,30,360,0.0944,0,0,0.507,0,15,0.306,25,1200.0,1000.0,0.2,overpriced
L02610,BMW,S1000R,naked,2015,11,14826,good,private,Mountain,spring,clean,999,165,84,438,0.3767,1,0,0.419,1,10,0.866,26,3450.55,3982.31,-0.1335,strong deal
L02611,Ducati,Monster,naked,2015,11,45572,fair,dealer,Mountain,spring,clean,937,111,69,414,0.2681,1,0,0.634,1,8,0.778,25,2461.91,2157.14,0.1413,overpriced
L02612,Buell,XB12R Firebolt,sportbike,2005,21,88307,very good,dealer,Southeast,winter,clean,1203,103,84,395,0.2608,0,0,0.618,1,1,0.471,29,1200.0,1000.0,0.2,overpriced
L02613,Buell,Super Cruiser,performance cruiser,2025,1,643,fair,dealer,West Coast,spring,clean,1190,175,94,485,0.3608,1,0,0.0,1,7,0.667,26,32000.0,34000.0,-0.0588,fair deal
L02614,Yamaha,MT-09,naked,2024,2,4942,very good,dealer,Midwest,spring,clean,890,117,68,417,0.2806,1,0,0.885,1,14,0.707,24,10177.41,9753.81,0.0434,market price
L02615,Yamaha,MT-09,naked,2023,3,7193,very good,private,Midwest,winter,clean,890,117,68,417,0.2806,1,0,0.58,0,8,0.748,38,5801.07,6207.37,-0.0655,fair deal
L02616,Buell,Super Cruiser,performance cruiser,2025,1,20,good,private,West Coast,winter,clean,1190,175,94,485,0.3608,1,0,0.0,0,10,0.524,14,26682.69,31580.41,-0.1551,strong deal
L02617,Buell,1125CR,streetfighter,2009,17,41672,good,private,Midwest,summer,rebuilt,1125,146,82,375,0.3893,0,0,0.431,1,15,0.551,23,1200.0,1000.0,0.2,overpriced
L02618,Buell,1190SX,streetfighter,2017,9,36751,very good,private,Southwest,fall,clean,1190,185,102,414,0.4469,1,1,0.0,1,6,0.864,20,6319.97,5921.62,0.0673,market price
L02619,Buell,1190SX,streetfighter,2014,12,52056,excellent,dealer,Northeast,spring,clean,1190,185,102,414,0.4469,1,1,0.695,0,12,0.844,32,4155.96,4324.76,-0.039,market price
L02620,Ducati,Monster,naked,2018,8,16461,excellent,dealer,Midwest,fall,clean,937,111,69,414,0.2681,1,0,0.313,1,15,0.963,15,6100.58,5414.04,0.1268,overpriced
L02621,Buell,1190SX,streetfighter,2023,3,14015,excellent,private,Midwest,spring,clean,1190,185,102,414,0.4469,1,1,0.742,1,10,0.857,10,20008.88,19554.21,0.0233,market price
L02622,Buell,1125CR,streetfighter,2010,16,28372,very good,private,West Coast,spring,lien,1125,146,82,375,0.3893,0,0,0.214,0,9,0.15,16,1475.22,1666.37,-0.1147,fair deal
L02623,Ducati,Monster,naked,2017,9,33165,very good,private,Midwest,summer,clean,937,111,69,414,0.2681,1,0,0.0,1,6,0.758,9,2803.3,3262.19,-0.1407,strong deal
L02624,Buell,Hammerhead 1190,superbike,2024,2,3868,very good,dealer,Southwest,fall,clean,1190,185,102,419,0.4415,1,1,0.632,1,3,0.621,54,25486.45,27571.67,-0.0756,fair deal
L02625,Buell,XB12R Firebolt,sportbike,2004,22,65133,good,dealer,Southeast,summer,clean,1203,103,84,395,0.2608,0,0,0.0,1,7,1.0,44,1200.0,1000.0,0.2,overpriced
L02626,Buell,XB12R Firebolt,sportbike,2010,16,43535,very good,private,Midwest,spring,clean,1203,103,84,395,0.2608,0,0,0.464,1,10,0.868,28,1200.0,1163.69,0.0312,market price
L02627,Buell,1125CR,streetfighter,2009,17,51372,very good,private,Mountain,fall,clean,1125,146,82,375,0.3893,0,0,0.387,1,19,0.196,21,1261.83,1074.83,0.174,overpriced
L02628,KTM,1290 Super Duke R,naked,2022,4,30130,very good,auction,Southwest,summer,rebuilt,1301,177,103,440,0.4023,1,0,0.249,0,15,0.558,15,5417.15,6999.87,-0.2261,strong deal
L02629,Buell,Blast,standard,2002,24,93682,fair,private,Mountain,winter,clean,492,34,30,360,0.0944,0,0,0.389,1,10,0.576,29,1200.0,1000.0,0.2,overpriced
L02630,Buell,Hammerhead 1190,superbike,2023,3,8262,very good,private,Midwest,summer,rebuilt,1190,185,102,419,0.4415,1,1,0.0,1,8,0.57,29,10223.26,13917.83,-0.2655,strong deal
L02631,BMW,S1000R,naked,2025,1,1134,very good,private,Northeast,spring,clean,999,165,84,438,0.3767,1,0,0.471,0,17,0.697,2,20235.5,16444.67,0.2305,overpriced
L02632,Buell,Hammerhead 1190,superbike,2023,3,11105,very good,private,Midwest,summer,clean,1190,185,102,419,0.4415,1,1,0.351,1,9,0.343,29,19948.04,19378.14,0.0294,market price
L02633,Ducati,Monster,naked,2025,1,1660,very good,auction,Mountain,summer,clean,937,111,69,414,0.2681,1,0,0.64,1,9,0.557,26,14148.79,14167.17,-0.0013,market price
L02634,Buell,1190SX,streetfighter,2017,9,29925,very good,private,Northeast,fall,clean,1190,185,102,414,0.4469,1,1,0.0,0,13,0.624,25,6305.1,6147.87,0.0256,market price
L02635,BMW,S1000R,naked,2024,2,35,good,dealer,West Coast,spring,lien,999,165,84,438,0.3767,1,0,0.92,0,21,0.515,13,13101.49,15246.89,-0.1407,strong deal
L02636,Buell,1190SX,streetfighter,2020,6,17870,good,private,Northeast,fall,clean,1190,185,102,414,0.4469,1,1,0.288,1,4,0.734,20,10540.24,10502.33,0.0036,market price
L02637,Buell,1190SX,streetfighter,2019,7,44212,very good,private,Midwest,summer,clean,1190,185,102,414,0.4469,1,1,0.308,1,7,0.619,18,6901.32,6833.76,0.0099,market price
L02638,BMW,S1000R,naked,2015,11,19224,good,private,Northeast,spring,clean,999,165,84,438,0.3767,1,0,0.711,1,11,0.307,26,3849.66,3984.76,-0.0339,market price
L02639,Buell,Hammerhead 1190,superbike,2026,0,1166,good,private,Southeast,spring,clean,1190,185,102,419,0.4415,1,1,0.447,1,16,0.969,36,32000.0,30426.32,0.0517,market price
L02640,Buell,Super Cruiser,performance cruiser,2026,0,20,good,private,Northeast,summer,clean,1190,175,94,485,0.3608,1,0,0.348,1,11,0.599,3,32000.0,34000.0,-0.0588,fair deal
L02641,Buell,Super Cruiser,performance cruiser,2026,0,1529,good,auction,Southeast,winter,clean,1190,175,94,485,0.3608,1,0,0.367,1,14,0.548,5,32000.0,33894.23,-0.0559,fair deal
L02642,Buell,Hammerhead 1190,superbike,2025,1,1858,very good,private,Mountain,winter,clean,1190,185,102,419,0.4415,1,1,0.0,0,15,0.29,18,22954.9,23717.77,-0.0322,market price
L02643,BMW,S1000R,naked,2022,4,775,excellent,dealer,Mountain,winter,clean,999,165,84,438,0.3767,1,0,0.477,1,1,0.784,40,12336.3,12663.54,-0.0258,market price
L02644,Buell,1190SX,streetfighter,2024,2,3959,fair,private,Northeast,winter,clean,1190,185,102,414,0.4469,1,1,0.727,1,10,0.507,13,14688.12,17809.51,-0.1753,strong deal
L02645,Ducati,Monster,naked,2022,4,4429,excellent,private,Southwest,spring,clean,937,111,69,414,0.2681,1,0,0.0,1,7,0.58,12,11495.77,10472.78,0.0977,overpriced
L02646,Buell,1125CR,streetfighter,2010,16,86203,very good,dealer,Midwest,summer,clean,1125,146,82,375,0.3893,0,0,0.539,0,8,0.608,27,1200.0,1000.0,0.2,overpriced
L02647,Buell,1125CR,streetfighter,2009,17,30313,very good,dealer,Southeast,spring,clean,1125,146,82,375,0.3893,0,0,0.379,1,10,0.684,11,1574.55,1630.13,-0.0341,market price
L02648,Yamaha,MT-09,naked,2014,12,41563,excellent,dealer,Southwest,summer,clean,890,117,68,417,0.2806,1,0,0.23,1,9,0.58,4,1652.24,1910.86,-0.1353,strong deal
L02649,Buell,1190SX,streetfighter,2019,7,30749,very good,private,West Coast,spring,clean,1190,185,102,414,0.4469,1,1,0.054,0,6,0.928,27,7261.41,8587.1,-0.1544,strong deal
L02650,Buell,1125CR,streetfighter,2010,16,6354,very good,private,Mountain,fall,clean,1125,146,82,375,0.3893,0,0,0.0,1,12,0.237,20,1923.58,2191.17,-0.1221,strong deal
L02651,Buell,1125CR,streetfighter,2009,17,32706,very good,private,Southwest,fall,clean,1125,146,82,375,0.3893,0,0,0.267,0,10,0.713,20,1544.81,1315.49,0.1743,overpriced
L02652,Buell,Hammerhead 1190,superbike,2024,2,1962,very good,private,Mountain,summer,clean,1190,185,102,419,0.4415,1,1,0.299,1,13,1.0,25,25749.09,25938.66,-0.0073,market price
L02653,Buell,1125CR,streetfighter,2009,17,89206,very good,dealer,Southeast,spring,clean,1125,146,82,375,0.3893,0,0,0.191,0,6,0.729,22,1200.0,1000.0,0.2,overpriced
L02654,Buell,Super Cruiser,performance cruiser,2025,1,527,very good,auction,Northeast,summer,clean,1190,175,94,485,0.3608,1,0,0.265,0,15,0.882,33,32000.0,34000.0,-0.0588,fair deal
L02655,Buell,1190SX,streetfighter,2018,8,19628,fair,private,Northeast,fall,clean,1190,185,102,414,0.4469,1,1,0.738,1,13,0.383,22,7222.58,7462.4,-0.0321,market price
L02656,KTM,1290 Super Duke R,naked,2015,11,60298,excellent,private,Northeast,fall,lien,1301,177,103,440,0.4023,1,0,0.37,1,12,0.444,40,3401.93,3146.98,0.081,overpriced
L02657,Buell,Blast,standard,2000,26,128914,fair,auction,Southeast,summer,clean,492,34,30,360,0.0944,0,0,0.294,1,17,0.429,17,1200.0,1000.0,0.2,overpriced
L02658,Ducati,Monster,naked,2021,5,16325,good,private,Mountain,spring,lien,937,111,69,414,0.2681,1,0,0.432,1,12,1.0,16,6820.9,6481.5,0.0524,market price
L02659,Buell,Hammerhead 1190,superbike,2023,3,9164,very good,dealer,Midwest,summer,clean,1190,185,102,419,0.4415,1,1,0.526,1,10,0.637,4,19710.43,22001.79,-0.1041,fair deal
L02660,Buell,1190SX,streetfighter,2020,6,17104,good,private,West Coast,summer,clean,1190,185,102,414,0.4469,1,1,0.593,1,12,0.615,6,13000.35,12009.85,0.0825,overpriced
L02661,BMW,S1000R,naked,2026,0,991,fair,dealer,Northeast,summer,clean,999,165,84,438,0.3767,1,0,0.4,1,12,1.0,23,17918.6,16631.52,0.0774,market price
L02662,Buell,1190SX,streetfighter,2026,0,20,very good,private,Midwest,spring,clean,1190,185,102,414,0.4469,1,1,0.84,0,18,0.645,20,26418.38,29384.2,-0.1009,fair deal
L02663,Buell,Blast,standard,2002,24,95267,fair,auction,Southeast,spring,clean,492,34,30,360,0.0944,0,0,0.444,1,15,0.618,39,1200.0,1000.0,0.2,overpriced
L02664,KTM,1290 Super Duke R,naked,2021,5,11213,poor,auction,West Coast,winter,clean,1301,177,103,440,0.4023,1,0,0.42,0,10,0.367,9,7874.61,7240.92,0.0875,overpriced
L02665,KTM,1290 Super Duke R,naked,2022,4,23689,excellent,private,Northeast,fall,clean,1301,177,103,440,0.4023,1,0,0.294,0,7,0.98,13,9905.97,11677.68,-0.1517,strong deal
L02666,Buell,1190SX,streetfighter,2020,6,11486,very good,private,Mountain,winter,lien,1190,185,102,414,0.4469,1,1,0.44,1,19,0.862,18,11664.51,11246.25,0.0372,market price
L02667,Buell,1190SX,streetfighter,2024,2,7199,good,dealer,Midwest,spring,clean,1190,185,102,414,0.4469,1,1,0.62,1,8,0.768,21,21230.54,21676.87,-0.0206,market price
L02668,Buell,Super Cruiser,performance cruiser,2026,0,1015,excellent,dealer,Southeast,spring,rebuilt,1190,175,94,485,0.3608,1,0,0.406,0,9,0.659,17,32000.0,34000.0,-0.0588,fair deal
L02669,Buell,XB12R Firebolt,sportbike,2004,22,112500,good,dealer,Mountain,winter,clean,1203,103,84,395,0.2608,0,0,0.44,1,16,0.611,27,1200.0,1000.0,0.2,overpriced
L02670,Buell,Blast,standard,2003,23,99971,good,dealer,Mountain,winter,clean,492,34,30,360,0.0944,0,0,0.462,0,11,0.655,7,1200.0,1000.0,0.2,overpriced
L02671,Buell,1190SX,streetfighter,2025,1,825,very good,private,Southeast,summer,clean,1190,185,102,414,0.4469,1,1,0.407,1,5,0.4,46,25120.82,26399.54,-0.0484,fair deal
L02672,Buell,Hammerhead 1190,superbike,2023,3,35,excellent,dealer,Mountain,summer,clean,1190,185,102,419,0.4415,1,1,0.191,1,10,0.519,27,19298.93,27545.24,-0.2994,strong deal
L02673,Buell,1190SX,streetfighter,2026,0,20,good,private,Southeast,spring,clean,1190,185,102,414,0.4469,1,1,0.553,0,11,0.633,16,27151.08,26484.73,0.0252,market price
L02674,Ducati,Monster,naked,2015,11,61527,good,dealer,Mountain,fall,clean,937,111,69,414,0.2681,1,0,0.61,1,10,0.721,4,1665.44,1833.59,-0.0917,fair deal
L02675,Ducati,Monster,naked,2024,2,2046,good,private,Midwest,fall,clean,937,111,69,414,0.2681,1,0,0.0,1,11,0.771,13,9563.58,9994.01,-0.0431,fair deal
L02676,Buell,Hammerhead 1190,superbike,2024,2,14305,very good,dealer,West Coast,summer,clean,1190,185,102,419,0.4415,1,1,0.621,1,10,0.531,5,25398.78,26129.86,-0.028,market price
L02677,Buell,Blast,standard,2006,20,34590,excellent,private,Northeast,summer,lien,492,34,30,360,0.0944,0,0,0.142,1,9,0.802,1,1200.0,1000.0,0.2,overpriced
L02678,BMW,S1000R,naked,2025,1,158,very good,private,Midwest,spring,clean,999,165,84,438,0.3767,1,0,0.553,0,4,0.815,47,14063.21,15542.05,-0.0952,fair deal
L02679,Buell,Super Cruiser,performance cruiser,2026,0,554,good,private,West Coast,fall,clean,1190,175,94,485,0.3608,1,0,0.314,1,12,0.821,19,32000.0,34000.0,-0.0588,fair deal
L02680,Buell,Hammerhead 1190,superbike,2026,0,1419,excellent,private,Mountain,spring,clean,1190,185,102,419,0.4415,1,1,0.294,1,6,0.926,27,32000.0,34000.0,-0.0588,fair deal
L02681,Buell,Super Cruiser,performance cruiser,2025,1,72,very good,dealer,Mountain,fall,clean,1190,175,94,485,0.3608,1,0,0.38,1,14,0.555,3,32000.0,34000.0,-0.0588,fair deal
L02682,Buell,XB12R Firebolt,sportbike,2006,20,33743,poor,dealer,Southeast,spring,lien,1203,103,84,395,0.2608,0,0,0.234,0,10,0.626,20,1200.0,1000.0,0.2,overpriced
L02683,Buell,1125CR,streetfighter,2009,17,80629,good,private,Midwest,winter,clean,1125,146,82,375,0.3893,0,0,0.204,1,13,1.0,26,1200.0,1000.0,0.2,overpriced
L02684,Harley-Davidson,Sportster S,performance cruiser,2026,0,1424,excellent,private,Midwest,winter,clean,1252,121,94,502,0.241,1,0,0.174,0,10,0.451,17,12699.29,16933.2,-0.25,strong deal
L02685,Buell,Blast,standard,2009,17,96190,excellent,private,Mountain,winter,clean,492,34,30,360,0.0944,0,0,0.206,1,9,0.682,4,1200.0,1000.0,0.2,overpriced
L02686,Buell,1125CR,streetfighter,2010,16,83577,good,private,Southwest,fall,clean,1125,146,82,375,0.3893,0,0,0.495,1,6,0.676,13,1200.0,1000.0,0.2,overpriced
L02687,Harley-Davidson,Sportster S,performance cruiser,2021,5,22070,poor,private,West Coast,winter,clean,1252,121,94,502,0.241,1,0,0.293,0,5,0.444,51,4252.52,4879.09,-0.1284,strong deal
L02688,Ducati,Monster,naked,2019,7,36324,very good,dealer,Northeast,fall,rebuilt,937,111,69,414,0.2681,1,0,0.162,1,7,0.558,32,3428.94,3225.65,0.063,market price
L02689,Buell,Hammerhead 1190,superbike,2025,1,2550,good,private,West Coast,winter,clean,1190,185,102,419,0.4415,1,1,0.34,1,8,0.804,17,28218.52,25617.83,0.1015,overpriced
L02690,Buell,Hammerhead 1190,superbike,2026,0,20,very good,dealer,Midwest,summer,clean,1190,185,102,419,0.4415,1,1,0.504,0,10,0.168,12,30302.87,33083.84,-0.0841,fair deal
L02691,Buell,1190SX,streetfighter,2021,5,25979,very good,private,Mountain,winter,clean,1190,185,102,414,0.4469,1,1,0.783,0,8,1.0,14,9316.55,10496.59,-0.1124,fair deal
L02692,Buell,XB12R Firebolt,sportbike,2008,18,90810,very good,private,Southeast,fall,clean,1203,103,84,395,0.2608,0,0,0.599,1,10,1.0,17,1200.0,1000.0,0.2,overpriced
L02693,Yamaha,MT-09,naked,2024,2,5611,excellent,dealer,Northeast,summer,clean,890,117,68,417,0.2806,1,0,0.067,1,13,0.608,35,12130.72,10135.85,0.1968,overpriced
L02694,Yamaha,MT-09,naked,2026,0,680,good,dealer,Northeast,fall,clean,890,117,68,417,0.2806,1,0,0.59,1,11,0.486,15,12400.17,11682.35,0.0614,market price
L02695,Buell,Super Cruiser,performance cruiser,2025,1,2564,excellent,private,Southeast,fall,lien,1190,175,94,485,0.3608,1,0,0.286,1,8,0.811,8,32000.0,34000.0,-0.0588,fair deal
L02696,Buell,Blast,standard,2007,19,49865,fair,dealer,Mountain,winter,clean,492,34,30,360,0.0944,0,0,0.424,1,19,0.397,38,1200.0,1000.0,0.2,overpriced
L02697,Buell,Blast,standard,2009,17,46177,excellent,private,Southwest,summer,clean,492,34,30,360,0.0944,0,0,0.361,0,12,0.443,32,1200.0,1000.0,0.2,overpriced
L02698,Yamaha,MT-09,naked,2015,11,5565,very good,private,Southeast,winter,clean,890,117,68,417,0.2806,1,0,0.541,1,12,0.418,24,3120.37,2724.84,0.1452,overpriced
L02699,Buell,Hammerhead 1190,superbike,2025,1,20,good,private,Southeast,fall,clean,1190,185,102,419,0.4415,1,1,0.631,1,10,0.835,22,27205.02,26272.02,0.0355,market price
L02700,Buell,Blast,standard,2007,19,50487,excellent,private,Midwest,winter,clean,492,34,30,360,0.0944,0,0,0.0,0,20,0.964,23,1200.0,1000.0,0.2,overpriced
L02701,Buell,Super Cruiser,performance cruiser,2025,1,1336,good,private,Midwest,spring,clean,1190,175,94,485,0.3608,1,0,0.488,0,12,0.535,29,29983.8,32965.46,-0.0904,fair deal
L02702,Buell,1125CR,streetfighter,2010,16,3019,excellent,private,Southeast,fall,clean,1125,146,82,375,0.3893,0,0,0.338,1,17,0.864,35,2229.53,2527.26,-0.1178,fair deal
L02703,Buell,1125CR,streetfighter,2009,17,74815,good,private,Southwest,spring,clean,1125,146,82,375,0.3893,0,0,0.534,1,7,0.87,34,1200.0,1000.0,0.2,overpriced
L02704,Buell,XB12R Firebolt,sportbike,2008,18,61493,very good,private,Midwest,spring,clean,1203,103,84,395,0.2608,0,0,0.319,1,13,0.532,6,1200.0,1000.0,0.2,overpriced
L02705,Buell,1190SX,streetfighter,2018,8,33652,good,private,West Coast,spring,clean,1190,185,102,414,0.4469,1,1,0.658,0,14,0.704,5,6473.97,7193.51,-0.1,fair deal
L02706,BMW,S1000R,naked,2017,9,32742,very good,dealer,Northeast,spring,clean,999,165,84,438,0.3767,1,0,0.474,1,13,0.925,32,5079.28,4781.2,0.0623,market price
L02707,BMW,S1000R,naked,2014,12,51196,excellent,private,West Coast,winter,clean,999,165,84,438,0.3767,1,0,0.269,1,11,0.703,10,2236.77,2339.16,-0.0438,fair deal
L02708,Buell,Hammerhead 1190,superbike,2026,0,461,very good,private,Southwest,summer,clean,1190,185,102,419,0.4415,1,1,0.577,1,7,0.816,10,32000.0,34000.0,-0.0588,fair deal
L02709,Buell,XB12R Firebolt,sportbike,2006,20,52126,fair,private,Midwest,fall,clean,1203,103,84,395,0.2608,0,0,0.588,1,5,0.425,37,1200.0,1000.0,0.2,overpriced
L02710,Buell,XB12R Firebolt,sportbike,2008,18,45797,good,private,Midwest,winter,clean,1203,103,84,395,0.2608,0,0,0.041,1,12,0.688,26,1200.0,1000.0,0.2,overpriced
L02711,Buell,Blast,standard,2009,17,23945,very good,private,West Coast,fall,clean,492,34,30,360,0.0944,0,0,0.549,0,13,0.581,25,1200.0,1000.0,0.2,overpriced
L02712,Buell,Blast,standard,2007,19,71759,very good,dealer,Southwest,spring,clean,492,34,30,360,0.0944,0,0,0.109,1,14,0.818,10,1200.0,1000.0,0.2,overpriced
L02713,BMW,S1000R,naked,2016,10,8947,excellent,dealer,Southwest,spring,clean,999,165,84,438,0.3767,1,0,0.254,1,8,0.586,19,6685.23,6270.26,0.0662,market price
L02714,Buell,Hammerhead 1190,superbike,2025,1,1250,good,dealer,Southwest,summer,clean,1190,185,102,419,0.4415,1,1,0.798,1,12,0.978,18,32000.0,31424.61,0.0183,market price
L02715,Buell,Super Cruiser,performance cruiser,2025,1,1196,good,private,Southeast,winter,clean,1190,175,94,485,0.3608,1,0,0.226,0,7,0.727,38,30345.84,28975.8,0.0473,market price
L02716,Buell,XB12R Firebolt,sportbike,2004,22,40990,very good,private,West Coast,fall,clean,1203,103,84,395,0.2608,0,0,0.174,1,11,0.67,15,1200.0,1000.0,0.2,overpriced
L02717,KTM,1290 Super Duke R,naked,2019,7,3469,good,dealer,Southeast,summer,lien,1301,177,103,440,0.4023,1,0,0.371,1,8,0.637,19,12379.14,10152.06,0.2194,overpriced
L02718,Buell,XB12R Firebolt,sportbike,2008,18,45714,very good,private,Southeast,fall,clean,1203,103,84,395,0.2608,0,0,0.258,0,4,0.509,7,1200.0,1000.0,0.2,overpriced
L02719,Buell,1190SX,streetfighter,2022,4,22973,good,private,Midwest,summer,clean,1190,185,102,414,0.4469,1,1,0.0,1,4,0.312,4,9850.38,11537.05,-0.1462,strong deal
L02720,KTM,1290 Super Duke R,naked,2017,9,43778,good,dealer,Southeast,fall,rebuilt,1301,177,103,440,0.4023,1,0,0.466,0,10,0.378,15,3560.95,3076.87,0.1573,overpriced
L02721,Buell,XB12R Firebolt,sportbike,2008,18,56956,very good,private,Mountain,fall,clean,1203,103,84,395,0.2608,0,0,0.312,1,6,0.826,10,1200.0,1000.0,0.2,overpriced
L02722,Buell,Super Cruiser,performance cruiser,2026,0,2015,good,dealer,West Coast,spring,clean,1190,175,94,485,0.3608,1,0,0.522,0,8,0.932,29,32000.0,34000.0,-0.0588,fair deal
L02723,Buell,XB12R Firebolt,sportbike,2006,20,3559,good,dealer,Mountain,summer,clean,1203,103,84,395,0.2608,0,0,0.233,1,5,0.637,7,1526.48,1280.86,0.1918,overpriced
L02724,Buell,Hammerhead 1190,superbike,2024,2,4434,very good,dealer,Northeast,summer,clean,1190,185,102,419,0.4415,1,1,0.628,1,13,0.836,32,27208.53,28995.52,-0.0616,fair deal
L02725,Harley-Davidson,Sportster S,performance cruiser,2025,1,550,good,dealer,Midwest,spring,clean,1252,121,94,502,0.241,1,0,0.569,0,21,0.661,10,11943.03,16378.48,-0.2708,strong deal
L02726,Buell,1125CR,streetfighter,2009,17,48061,very good,private,West Coast,fall,clean,1125,146,82,375,0.3893,0,0,0.161,0,10,0.188,9,1200.0,1093.52,0.0974,overpriced
L02727,Buell,1125CR,streetfighter,2009,17,39926,very good,private,Midwest,winter,clean,1125,146,82,375,0.3893,0,0,0.514,1,8,0.568,24,1214.07,1159.66,0.0469,market price
L02728,Buell,Blast,standard,2001,25,45816,fair,dealer,Midwest,spring,clean,492,34,30,360,0.0944,0,0,0.106,1,10,0.707,31,1200.0,1000.0,0.2,overpriced
L02729,Buell,Super Cruiser,performance cruiser,2025,1,891,good,private,Northeast,winter,clean,1190,175,94,485,0.3608,1,0,0.381,1,18,0.429,13,32000.0,33737.87,-0.0515,fair deal
L02730,KTM,1290 Super Duke R,naked,2017,9,21037,excellent,private,West Coast,spring,clean,1301,177,103,440,0.4023,1,0,0.246,1,4,0.716,22,9401.99,8026.73,0.1713,overpriced
L02731,Buell,Blast,standard,2008,18,35415,good,auction,Southeast,fall,clean,492,34,30,360,0.0944,0,0,0.111,1,13,0.524,6,1200.0,1000.0,0.2,overpriced
L02732,Buell,Super Cruiser,performance cruiser,2026,0,1522,good,dealer,West Coast,summer,clean,1190,175,94,485,0.3608,1,0,0.224,1,9,0.685,25,32000.0,34000.0,-0.0588,fair deal
L02733,BMW,S1000R,naked,2018,8,23798,good,dealer,Midwest,spring,clean,999,165,84,438,0.3767,1,0,0.191,0,2,0.795,19,4068.29,4635.95,-0.1224,strong deal
